5.1117319382784485,7.434621622149837,5.2249757245254145,Class #1,Class #1,Positive
1.990930463392427,7.276424475442325,4.046981367373798,Class #0,Class #1,Negative
5.994405059918142,4.32213257399674,3.6141224065273465,Class #1,Class #1,Positive
5.283782370074337,4.543895025576436,5.6168632457101255,Class #1,Class #1,Positive
4.331592866642,5.879728991021287,5.462466380747945,Class #1,Class #1,Positive
7.863397541158588,10.361670237844603,4.71686763238214,Class #1,Class #1,Positive
-0.39994494874733455,6.096662103891262,1.1035904669427907,Class #0,Class #0,Positive
7.1177638341948075,4.130508125326342,7.293950775359429,Class #1,Class #1,Positive
3.7849624495418333,7.607522332668953,5.12577503396383,Class #1,Class #1,Positive
7.342192114081753,7.0592282572055,3.358135555411539,Class #1,Class #1,Positive
7.545694315718405,4.823165129941257,3.279442126826244,Class #0,Class #1,Negative
1.0323336241113985,-1.06208822785615,4.051850595603614,Class #0,Class #0,Positive
4.568720320101333,5.33369253673119,7.022339492975507,Class #0,Class #1,Negative
3.8653834274809205,6.456709262843422,6.7454017981561405,Class #1,Class #0,Negative
4.825356431717853,7.152733946672933,5.697820241829046,Class #0,Class #1,Negative
3.5835217465779996,7.572435160878051,3.9794785478459422,Class #0,Class #1,Negative
9.099040020392067,3.66554872914003,7.395548901037981,Class #1,Class #1,Positive
4.96018830257802,6.02818387629421,3.2639953230754495,Class #1,Class #1,Positive
4.091894865910619,1.283321425348638,6.58687255849795,Class #1,Class #0,Negative
0.16859592868571305,4.928499373079319,1.492254793697902,Class #0,Class #0,Positive
1.066982778249066,1.0883118084379402,9.610995993610752,Class #0,Class #0,Positive
5.65789106080964,8.919383118151247,3.596272853110442,Class #1,Class #1,Positive
4.593886269308094,2.6230008596649528,5.58056507638516,Class #1,Class #1,Positive
3.5611400825996053,5.770600279044423,0.4334258627895715,Class #0,Class #0,Positive
5.9973281757100665,3.967423008841257,6.650681453129483,Class #1,Class #1,Positive
6.48882543043522,0.19244867934738874,5.555466509210845,Class #1,Class #1,Positive
3.8300893186291454,4.3897371943195775,6.56164348744297,Class #1,Class #1,Positive
7.351097672592232,6.614101115957945,8.06058629528059,Class #1,Class #1,Positive
6.117947298511369,5.469914979810083,4.340274984116856,Class #1,Class #1,Positive
3.482587225799641,8.349188198112415,5.418572985518502,Class #1,Class #0,Negative
4.775211359152172,1.555958976943458,4.894479893888794,Class #0,Class #1,Negative
8.50805814248322,1.2152253941967341,3.1861402961772773,Class #0,Class #0,Positive
6.840007832609424,6.437278946025661,0.9322081281983925,Class #1,Class #1,Positive
3.688201638687592,7.657291204364169,3.0092554614316125,Class #1,Class #1,Positive
7.4240328279688805,5.198563152587361,8.484720451312093,Class #1,Class #1,Positive
4.103230647861904,6.320718861081271,9.44662556937755,Class #0,Class #1,Negative
7.175350334258274,6.9724048704268355,8.250568192523263,Class #1,Class #1,Positive
8.70068129208038,6.746773059471044,3.7970221493479634,Class #1,Class #1,Positive
6.9421399262011025,2.5584622907054655,4.786174247831028,Class #0,Class #0,Positive
3.9636441231325086,8.360371452511917,-2.2423399093686065,Class #0,Class #0,Positive
2.3826577878678368,4.967032352420063,7.460261240144976,Class #1,Class #0,Negative
5.938809591793601,4.922295024570185,5.237185398431561,Class #1,Class #1,Positive
5.442531686800907,1.7390705733292866,2.721960917716607,Class #0,Class #1,Negative
4.510792527869462,4.066037734397997,3.2418587802449976,Class #1,Class #1,Positive
5.056490829996545,5.254160087507026,6.3048844751282385,Class #0,Class #1,Negative
4.171702052288666,5.772540365859468,5.301041525544226,Class #1,Class #1,Positive
5.806878508464493,4.373710960573028,2.044516125747485,Class #1,Class #1,Positive
8.346587935204093,7.57760054095205,2.214449481450529,Class #0,Class #1,Negative
2.213933932031251,5.148049346426397,3.908226921438807,Class #1,Class #1,Positive
7.073503571537746,6.192488691391708,2.3045496272366823,Class #1,Class #1,Positive
4.178130999581178,5.678586291099709,5.743893912171409,Class #0,Class #1,Negative
0.8854084081378213,6.482713595306374,4.554895462866778,Class #1,Class #1,Positive
6.298471935106761,0.218827138557387,4.299410289401893,Class #0,Class #1,Negative
9.574479671861766,4.822533519866383,9.589863564331356,Class #0,Unknown,Negative
3.5733745856083163,2.682819063253684,7.550202337160567,Class #0,Class #0,Positive
4.291108561019995,4.748852941965567,7.128153207077133,Class #1,Class #1,Positive
5.993333648225456,6.115700237944886,7.478203584029732,Class #1,Class #1,Positive
6.165021311622224,3.731319974735084,6.995037766707094,Class #1,Class #1,Positive
5.415366062548011,6.353118760339295,3.7390306890681924,Class #1,Class #1,Positive
4.6068633663016145,6.424437176549762,3.899265145523878,Class #1,Class #1,Positive
0.966124009617626,1.0819794006250771,8.804813932227004,Class #0,Class #0,Positive
5.254627408823344,2.355994814716955,6.623670077956387,Class #1,Class #1,Positive
1.431987930715299,10.020416572006393,8.06889938205152,Class #0,Class #0,Positive
4.547047014683691,4.394758640663638,6.544353710754923,Class #1,Class #1,Positive
5.721787579424289,4.106833954328323,4.4427542544299286,Class #1,Class #1,Positive
7.186058355253038,3.8848123380356405,7.131516441218252,Class #1,Class #1,Positive
3.1321292490229893,3.3053185568424315,4.779511734348852,Class #1,Class #1,Positive
9.691520019839178,11.462661715186284,-2.2467990049453874,Class #0,Unknown,Negative
7.18961338617199,4.632470738882965,5.0176034549941875,Class #1,Class #1,Positive
